Remitente,Diagnostico,Última Modificacion,ID,Grupo Asignado
aortiz,CAIDO,mmiranda,INC000085806843,Redes Inalámbricas - Móvil Pacífico
lasifuela,FALLA AC,lasifuela,INC000085806061,Energía y Climatización - Región Andina
wllumitaxi,CAIDO,basanguano,INC000085806045,Redes Inalámbricas - Móvil Pacífico
gguayanlema,CAIDO,alucin,INC000085806037,Energía y Climatización - Región Pacífico
cjimenez,CAIDO E1 DE VOZ,pcriollo,INC000085806027,Redes Inalámbricas - Móvil Andina
saushay,RUTA ALARMADA,saushay,INC000085806015,Los Rios - O&M Total
wllumitaxi,FALLA AC,wllumitaxi,INC000085806004,Redes Inalámbricas - Móvil Andina
mtacuri,CAIDO,lasifuela,INC000085805999,Los Rios - O&M Total
wllumitaxi,FALLA AC,basanguano,INC000085803698,Redes Inalámbricas - Móvil Pacífico
wllumitaxi,CAIDO,wllumitaxi,INC000085801342,Redes Inalámbricas - Móvil Andina
lasifuela,CAIDO,gguayanlema,INC000085797226,Santa Elena - O&M Total
gguayanlema,CAIDO,pcriollo,INC000085796658,Santa Elena - O&M Total
wllumitaxi,CAIDO,wllumitaxi,INC000085796625,Redes Inalámbricas - Móvil Andina
lasifuela,FALLA AC,lasifuela,INC000085796570,Energía y Climatización - Región Andina
wllumitaxi,FALLA AC,wllumitaxi,INC000085793231,Redes Inalámbricas - Móvil Andina
aortiz,Cambio de tarjeta ESEM,mgranda,INC000085793215,Redes Inalámbricas - Móvil Pacífico
mdpacheco,FALLA AC,mdpacheco,INC000085791828,Energía y Climatización - Región Pacífico
famaldonado,CAIDO,inoguera,INC000085791822,Plataformas de Acceso - Región Pacífico
famaldonado,CAIDO,inoguera,INC000085791815,Santa Elena - O&M Total
mdpacheco,RUTA 1 CAIDA,saushay,INC000085787256,Redes Inalámbricas - Troncalizado Pacífico
jdgranda,CAIDO,mmiranda,INC000085786490,Redes Inalámbricas - Móvil Pacífico
famaldonado,CAIDO,pcriollo,INC000085786488,Energía y Climatización - Región Pacífico
mdpacheco,CAIDO,mgranda,INC000085786483,Santa Elena - O&M Total
gayungan,FALLA DE AC,wllumitaxi,INC000085786482,Redes Inalámbricas - Móvil Andina
famaldonado,CAIDO,pcriollo,INC000085786481,Esmeraldas - O&M Total
jdgranda,CAIDO,pcriollo,INC000085786479,Redes Inalámbricas - Móvil Pacífico
jdgranda,CAIDO,pcriollo,INC000085784146,Redes Inalámbricas - Móvil Pacífico
gayungan,FALLA DE AC,gayungan,INC000085781868,Redes Inalámbricas - Móvil Pacífico
mdpacheco,FALLA AC,mdpacheco,INC000085781867,Energía y Climatización - Región Pacífico
jdgranda,CAIDO,mgranda,INC000085781866,Redes Fibra Óptica - Red Troncal Pacífico
mdpacheco,CAIDO,pcriollo,INC000085781105,Energía y Climatización - Región Pacífico
gayungan,GENERADOR EN SERVICIO,gayungan,INC000085781104,Cotopaxi - O&M Total
mdpacheco,FALLA DE MODULO RTF,gguayanlema,INC000085777308,Esmeraldas - O&M Total
jdgranda,ALARMA AC,pcriollo,INC000085776548,Santa Elena - O&M Total
jdgranda,CAIDO,pcriollo,INC000085775788,Redes Inalámbricas - Móvil Pacífico
jdgranda,CAIDO,mgranda,INC000085771235,Redes Inalámbricas - Móvil Pacífico
jdgranda,ALARMA AC,pcriollo,INC000085768917,Santa Elena - O&M Total
atrujillo,Voltaje F1/F2,pcriollo,INC000085761374,Energía y Climatización - Región Pacífico
atrujillo,Voltaje F1/F2,gguayanlema,INC000085753021,Los Rios - O&M Accesos
wllumitaxi,CAIDO,mgranda,INC000085749227,Redes Inalámbricas - Móvil Pacífico
mcnaranjo,CAÍDO,calopez,INC000085748632,Los Rios - O&M Total
wllumitaxi,CAIDO,wllumitaxi,INC000085739366,Redes Inalámbricas - Móvil Pacífico
atrujillo,Voltaje F1/F2,atrujillo,INC000085738746,Energía y Climatización - Región Pacífico
yacunia,CAIDO,wllumitaxi,INC000085738602,Redes Inalámbricas - Móvil Pacífico
atrujillo,TEMPERATURA,atrujillo,INC000085738599,Energía y Climatización - Región Andina
mcnaranjo,CAÍDO,calopez,INC000085738598,Energía y Climatización - Región Pacífico
yacunia,CAIDO,wllumitaxi,INC000085735563,Esmeraldas - O&M Total
mcnaranjo,INTERMITENTE,calopez,INC000085735562,Redes Fibra Óptica - UFO Pacífico
atrujillo,CAIDO,atrujillo,INC000085733279,Redes Inalámbricas - Troncalizado Andina
yacunia,CAIDO,yacunia,INC000085733275,Redes Inalámbricas - Región Austro
wllumitaxi,CAIDO,wllumitaxi,INC000085733274,Redes Inalámbricas - Móvil Pacífico
egcadena,CAIDO,calopez,INC000085733273,Energía y Climatización - Región Pacífico
mcnaranjo,CAÍDO,calopez,INC000085733271,Azuay - O&M
mcnaranjo,CAÍDO,pcriollo,INC000085733267,Manabi - O&M Total
atrujillo,CAIDO,atrujillo,INC000085733266,Redes Inalámbricas - Troncalizado Andina
yacunia,CAIDO,pcriollo,INC000085733265,Redes Inalámbricas - Región Austro
mcnaranjo,CAÍDO,calopez,INC000085733264,Huawei
egcadena,PUERTOS ALARMADOS-SLOT 14 PUERTO 5 - 6,pcriollo,INC000085729468,Santa Elena - O&M Total
wllumitaxi,FALLA AC,wllumitaxi,INC000085728705,Santa Elena - O&M Total
yacunia,Commerical Power Failure,pcriollo,INC000085728704,Cañar - O&M Total
egcadena,CAIDO,pcriollo,INC000085727698,Unidad de Soporte de Servicios Masivos
wllumitaxi,FALLA AC,wllumitaxi,INC000085724144,Manabi - O&M Total
yacunia,CAIDO,pcriollo,INC000085722329,Redes Inalámbricas - Región Austro
yacunia,CAIDO,pcriollo,INC000085721478,Redes Inalámbricas - Móvil Andina
yacunia,CAIDO,pcriollo,INC000085721101,Redes Inalámbricas - Móvil Pacífico
afaguirre,caido,pcriollo,INC000085718821,Redes Inalámbricas - Móvil Andina
inoguera,CAIDO,calopez,INC000085713508,Energía y Climatización - Región Pacífico
inoguera,CAIDO,calopez,INC000085713503,Zamora - O&M
afaguirre,falla de ac,pcriollo,INC000085713501,Cotopaxi - O&M Total
mtacuri,Módulos rectificadores.,atrujillo,INC000085712774,Esmeraldas - O&M Total
afaguirre,falla de ac,afaguirre,INC000085708942,Esmeraldas - O&M Total
aortiz,CAIDO,mmiranda,INC000085708181,Redes Inalámbricas - Móvil Pacífico
mtacuri,Voltaje F1/F2,atrujillo,INC000085705904,Zamora - O&M
aortiz,ENERGIA,mmiranda,INC000085704384,Manabi - O&M Total
afaguirre,caido,afaguirre,INC000085698990,Redes Inalámbricas - Móvil Andina
aortiz,CAIDO,wllumitaxi,INC000085698735,Redes Inalámbricas - Móvil Pacífico
aortiz,CAIDO,aortiz,INC000085695275,Redes Inalámbricas - Móvil Pacífico
aortiz,CAIDO,wllumitaxi,INC000085693756,Redes Inalámbricas - Móvil Pacífico
afaguirre,falla de ac,afaguirre,INC000085692231,Tungurahua - O&M Total
svnaranjo,CAIDO,svnaranjo,INC000085692230,El Oro - O&M Total
inoguera,CAIDO,calopez,INC000085692226,El Oro - O&M Total
aortiz,CAIDO,aortiz,INC000085691359,Redes Inalámbricas - Móvil Pacífico
svnaranjo,CAÍDO,calopez,INC000085690702,Carchi - O&M Total
svnaranjo,FALLA DE AC,svnaranjo,INC000085686902,Unidad de Soporte de Servicios Masivos
mtacuri,Voltaje F1/F2,mtacuri,INC000085686899,Energía y Climatización - Región Andina
afaguirre,caido,pcriollo,INC000085686137,Redes Inalámbricas - Móvil Pacífico
aortiz,CAIDO,wllumitaxi,INC000085686136,Redes Inalámbricas - Móvil Pacífico
mtacuri,Falla AC.,mtacuri,INC000085684615,LOJA - O&M Total
svnaranjo,CAÍDO,calopez,INC000085681573,Manabi - O&M Total
inoguera,BAJON DE TRAFICO,inoguera,INC000085681572,Redes IP/MPLS - Región Andina
aortiz,ENERGÍA,aortiz,INC000085681570,Redes Inalámbricas - Móvil Pacífico
mtacuri,Voltaje F1/F2,mtacuri,INC000085681567,Energía y Climatización - Región Pacífico
basanguano,CAIDO,aortiz,INC000085676959,Redes Inalámbricas - Móvil Pacífico
basanguano,FALLA AC,afaguirre,INC000085676199,Orellana - O&M Total
basanguano,CAIDO,aortiz,INC000085676197,Redes Inalámbricas - Móvil Pacífico
basanguano,CAIDO,aortiz,INC000085675906,Redes Inalámbricas - Móvil Pacífico
gguayanlema,PROBLEMAS DE COMUNICACION,gguayanlema,INC000085673912,Redes Inalámbricas - Troncalizado Pacífico
gguayanlema,CAIDO,gguayanlema,INC000085671977,Redes Inalámbricas - Troncalizado Andina
lveintimilla,CAIDO,calopez,INC000085671633,Unidad de Soporte de Servicios Masivos
gguayanlema,CAIDO,calopez,INC000085670871,Energía y Climatización - Región Andina
gguayanlema,ALARMAS CANALES,mtacuri,INC000085665561,Redes Inalámbricas - Troncalizado Pacífico
lveintimilla,CAIDO,calopez,INC000085665557,Redes Fibra Óptica - UFO Pacífico
lveintimilla,CAIDO,calopez,INC000085664036,Cotopaxi - O&M Total
lveintimilla,CAIDO,yibarra,INC000085660240,Manabi - O&M Total
basanguano,CAIDO,wllumitaxi,INC000085660237,Redes Inalámbricas - Móvil Pacífico
basanguano,FALLA AC,afaguirre,INC000085659477,Manabi - O&M Total
basanguano,CAIDO,afaguirre,INC000085654927,Redes Inalámbricas - Región Chimborazo
gguayanlema,CAIDO,gguayanlema,INC000085654925,Cotopaxi - O&M Total
gguayanlema,ALARMA DE ENERGÍA,mtacuri,INC000085654922,Cotopaxi - O&M Total
lveintimilla,CAIDO,calopez,INC000085654920,Cotopaxi - O&M Total
basanguano,CAIDO,pcriollo,INC000085650370,Redes Inalámbricas - Móvil Andina
gguayanlema,CAIDO,rtaco,INC000085646578,Manabi - O&M Total
basanguano,CAIDO,afaguirre,INC000085643485,Redes Inalámbricas - Región Austro
wllumitaxi,CAIDO,aortiz,INC000085642725,Redes Inalámbricas - Móvil Pacífico
mcnaranjo,CAÍDO,calopez,INC000085641965,Huawei
aortiz,ENERGÍA,afaguirre,INC000085638928,Redes Inalámbricas - Móvil Pacífico
wllumitaxi,FALLAC AC,wllumitaxi,INC000085637409,Redes Inalámbricas - Móvil Pacífico
aortiz,CAIDO,aortiz,INC000085631339,Redes Inalámbricas - Región Chimborazo
aortiz,ENERGÍA,aortiz,INC000085630580,Redes Inalámbricas - Móvil Andina
aortiz,CAIDO,afaguirre,INC000085628302,Redes Inalámbricas - Móvil Pacífico
mcnaranjo,INTERMITENTE,afaguirre,INC000085628300,Redes IP/MPLS - Región Andina
mcnaranjo,CAÍDO,calopez,INC000085628297,Manabi - O&M Total
egcadena,CAIDO,egcadena,INC000085628296,Manabi - O&M Total
wllumitaxi,FALLA AC,wllumitaxi,INC000085628294,Manabi - O&M Total
wllumitaxi,CAIDO,wllumitaxi,INC000085627533,Redes Inalámbricas - Móvil Pacífico
egcadena,FALLA DE AC,egcadena,INC000085627059,Manabi - O&M Total
egcadena,CAIDO,calopez,INC000085625255,Manabi - O&M Total
wllumitaxi,FALLA AC,wllumitaxi,INC000085623735,Manabi - O&M Total
wllumitaxi,FALLA AC,wllumitaxi,INC000085619179,Manabi - O&M Total
aortiz,ENERGÍA,pcriollo,INC000085618418,Redes Inalámbricas - Región Austro
aortiz,CAIDO,aortiz,INC000085615987,Redes Inalámbricas - Móvil Andina
mcnaranjo,CAÍDO,calopez,INC000085614619,Huawei
mcnaranjo,CAIDO,calopez,INC000085613857,Energía y Climatización - Región Pacífico
aortiz,CAIDO,aortiz,INC000085613854,Redes Inalámbricas - Móvil Andina
wllumitaxi,CAIDO,wllumitaxi,INC000085609296,Redes Inalámbricas - Móvil Pacífico
svnaranjo,FALLA DE AC,atrujillo,INC000085601693,Energía y Climatización - Región Pacífico
palvear,CAÍDO,aortiz,INC000085600933,Redes Inalámbricas - Móvil Pacífico
palvear,CAÍDO,aortiz,INC000085600368,Redes Inalámbricas - Móvil Pacífico
jdgranda,ALARMA AC,wllumitaxi,INC000085600172,Redes Inalámbricas - Móvil Pacífico
inoguera,CAIDO,calopez,INC000085598654,Manabi - O&M Total
mtacuri,CAIDO,calopez,INC000085598651,Los Rios - O&M Total
jdgranda,CAIDO,jdgranda,INC000085597887,Redes Inalámbricas - Móvil Pacífico
svnaranjo,PROBLEMAS DE COMUNICACIION,saushay,INC000085593327,Redes Inalámbricas - Troncalizado Andina
jdgranda,CAIDO,wllumitaxi,INC000085593324,Redes Inalámbricas - Móvil Pacífico
palvear,FALL AC,pcriollo,INC000085593320,Galápagos - O&M Total
palvear,CAÍDO,pcriollo,INC000085592556,Redes Inalámbricas - Móvil Andina
svnaranjo,FALLA DE AC,svnaranjo,INC000085591797,Galápagos - O&M Total
jdgranda,CAIDO,jdgranda,INC000085591094,Redes Inalámbricas - Móvil Andina
mtacuri,CAIDO,mgranda,INC000085590274,Galápagos - O&M Total
jdgranda,CAIDO,jdgranda,INC000085589514,Redes Inalámbricas - Móvil Pacífico
palvear,FALLA AC,aortiz,INC000085588753,Redes Inalámbricas - Móvil Pacífico
jdgranda,CAIDO,jdgranda,INC000085587988,Redes Inalámbricas - Móvil Pacífico
palvear,CAÍDO,pcriollo,INC000085587986,Redes Inalámbricas - Móvil Pacífico
svnaranjo,VOLTAJE F1/F2,svnaranjo,INC000085587983,Energía y Climatización - Región Pacífico
inoguera,The AC power is off,inoguera,INC000085587982,Energía y Climatización - Región Pacífico
jdgranda,CAIDO,jdgranda,INC000085587979,Redes Inalámbricas - Móvil Pacífico
palvear,CAÍDO,pcriollo,INC000085587977,Redes Inalámbricas - Móvil Andina
inoguera,CAIDO,pcriollo,INC000085585693,Manabi - O&M Total
mtacuri,CAIDO,calopez,INC000085584170,Redes IP/MPLS - Región Pacífico
inoguera,The AC power is off,inoguera,INC000085583400,Napo - O&M Total
svnaranjo,VOLTAJE F1/F2,svnaranjo,INC000085583399,Imbabura - O&M Total
mtacuri,CAIDO,calopez,INC000085583393,Chimborazo - O&M Total
svnaranjo,VOLTAJE F1/F2,svnaranjo,INC000085583391,Napo - O&M Total
inoguera,CAIDO,pcriollo,INC000085578822,Bolivar - O&M Total
jdgranda,CAIDO,jdgranda,INC000085578819,Redes Inalámbricas - Móvil Pacífico
svnaranjo,VOLTAJE F1/F2,svnaranjo,INC000085578814,Esmeraldas - O&M Total
mtacuri,CAIDO,calopez,INC000085578810,Energía y Climatización - Región Andina
svnaranjo,FALLA DE AC,svnaranjo,INC000085578808,Energía y Climatización - Región Andina
palvear,CAIDO,pcriollo,INC000085578807,Redes Inalámbricas - Móvil Andina
jdgranda,CAIDO,jdgranda,INC000085578804,Redes Inalámbricas - Móvil Andina
palvear,CAÍDO,pcriollo,INC000085578045,Redes Inalámbricas - Móvil Andina
mtacuri,CAIDO,calopez,INC000085575767,Esmeraldas - O&M Total
inoguera,FALLA AC,inoguera,INC000085574208,Unidad de Soporte de Servicios Masivos
lveintimilla,CAIDO,mgranda,INC000085574204,Energía y Climatización - Región Pacífico
svnaranjo,MODULO RTF,svnaranjo,INC000085574202,Esmeraldas - O&M Total
lveintimilla,ALARMA AC,jdgranda,INC000085574196,Chimborazo - O&M Total
jdgranda,CAIDO,jdgranda,INC000085574195,Redes Inalámbricas - Región Austro
lveintimilla,FALLA AC,svnaranjo,INC000085571181,Chimborazo - O&M Total
basanguano,CAIDO,pcriollo,INC000085570395,Redes Inalámbricas - Móvil Andina
gguayanlema,CAIDO,calopez,INC000085569635,Redes Fibra Óptica - UFO Andina
basanguano,falla ac,pcriollo,INC000085569628,Redes Inalámbricas - Región Chimborazo
basanguano,FALLA AC,pcriollo,INC000085564318,Redes Inalámbricas - Móvil Andina
lveintimilla,FALLA DE AC,svnaranjo,INC000085564316,Energía y Climatización - Región Pacífico
basanguano,falla ac,basanguano,INC000085564314,Redes Inalámbricas - Móvil Pacífico
basanguano,CAIDO,jdgranda,INC000085562035,Redes Inalámbricas - Móvil Pacífico
gguayanlema,CAIDO,calopez,INC000085559001,Energía y Climatización - Región Pacífico
basanguano,CAIDO,pcriollo,INC000085558999,Redes Inalámbricas - Móvil Pacífico
basanguano,FALLA AC,basanguano,INC000085557481,Los Rios - O&M Accesos
lveintimilla,CAIDO,calopez,INC000085555963,Azuay - O&M
basanguano,CAIDO,pcriollo,INC000085555203,Redes Inalámbricas - Móvil Pacífico
gguayanlema,CAIDO,calopez,INC000085554443,Energía y Climatización - Región Pacífico
basanguano,CAIDO,basanguano,INC000085552167,Redes Inalámbricas - Región Austro
basanguano,CAIDO,aortiz,INC000085548375,Redes Inalámbricas - Móvil Pacífico
basanguano,FALLA AC,pcriollo,INC000085548373,Esmeraldas - O&M Total
basanguano,FALLA AC,basanguano,INC000085548371,Redes Inalámbricas - Región Austro
basanguano,LOCAL CELL,pcriollo,INC000085544578,Redes Inalámbricas - Móvil Pacífico
lveintimilla,CAIDO,calopez,INC000085544577,Energía y Climatización - Región Andina
basanguano,FALLA AC,basanguano,INC000085539264,Sto Domingo - O&M Total
gguayanlema,CAIDO,gguayanlema,INC000085538504,Energía y Climatización - Región Pacífico
mdpacheco,FALLA AC,lveintimilla,INC000085533903,LOJA - O&M Total
alcarvajal,caído,mgranda,INC000085533901,Energía y Climatización - Región Pacífico
jdgranda,CAIDO,jdgranda,INC000085533899,Redes Inalámbricas - Móvil Pacífico
alucin,descarga de voltaje dc,alucin,INC000085529349,Energía y Climatización - Región Pacífico
jdgranda,ALARMA AC,jdgranda,INC000085529347,Redes Inalámbricas - Móvil Pacífico
alcarvajal,caído,pcriollo,INC000085528586,Cotopaxi - O&M Total
jdgranda,CAIDO,basanguano,INC000085528585,Redes Inalámbricas - Móvil Pacífico
gayungan,CAIDO,pcriollo,INC000085528582,Esmeraldas - O&M Total
alcarvajal,caido,gguayanlema,INC000085528580,Energía y Climatización - Región Pacífico
alucin,FALLA DE AC,lveintimilla,INC000085528578,Esmeraldas - O&M Total
alcarvajal,caido,gguayanlema,INC000085523264,Redes Fibra Óptica - Red Troncal Andina
jdgranda,ALARMA AC,jdgranda,INC000085523263,Manabi - O&M Total
gayungan,LOCAL CELL 4,pcriollo,INC000085521745,Redes Inalámbricas - Móvil Andina
gayungan,LOCAL CELL 8,2,3,gayungan,INC000085520840,Redes Inalámbricas - Móvil Andina
alucin,DESCARGA DE VOLTAJE DE DC,svnaranjo,INC000085518709,Energía y Climatización - Región Andina
gayungan,FALLA DE AC,gayungan,INC000085517949,Redes Inalámbricas - Móvil Pacífico
gayungan,LOCAL CELL 3,9,basanguano,INC000085514140,Redes Inalámbricas - Móvil Pacífico
cjimenez,CAIDO,cjimenez,INC000085512619,Redes Inalámbricas - Móvil Andina
gayungan,CAIDO,gayungan,INC000085512616,Redes Inalámbricas - Móvil Andina
alucin,FALLA DE AC,alucin,INC000085512613,Galápagos - O&M Total
jdgranda,CAIDO,jdgranda,INC000085512612,Redes Inalámbricas - Móvil Pacífico
alcarvajal,caido,pcriollo,INC000085512609,O3B
gayungan,CAIDO,gayungan,INC000085507294,Esmeraldas - O&M Total
alucin,falla de ac,alucin,INC000085507284,Esmeraldas - O&M Total
jdgranda,ALARMA AC,jdgranda,INC000085507273,Redes Inalámbricas - Móvil Pacífico
alucin,descarga de voltaje,alucin,INC000085507269,Energía y Climatización - Región Pacífico
gayungan,Reinicio de nodo por degradación de KPI Service Drop en 3 sectores.,mgranda,INC000085502692,Redes Inalámbricas - Optimización Andina
amleons,SECTOR 1 SIN RADIAR,jdgranda,INC000085502667,Redes Inalámbricas - Móvil Pacífico
alucin,FALLA DE AC,alucin,INC000085500054,Santa Elena - O&M Total
palvear,CAÍDO,gayungan,INC000085499580,Redes Inalámbricas - Móvil Andina
atrujillo,CAIDO,svnaranjo,INC000085499575,Unidad de Soporte de Servicios Masivos
saushay,INTERMINTENTE,pcriollo,INC000085498793,Soporte técnico corporativo N1
palvear,CAÍDO,gayungan,INC000085498777,Redes Inalámbricas - Móvil Andina
mcnaranjo,FALLA AC,mcnaranjo,INC000085494131,Esmeraldas - O&M Total
afaguirre,caido,afaguirre,INC000085494126,Redes Inalámbricas - Móvil Pacífico
palvear,FALLA AC,pcriollo,INC000085494106,Esmeraldas - O&M Total
atrujillo,TARJETA 3 CAIDA,mgranda,INC000085489505,Manabi - Responsable Provincial de Accesos Manabi
palvear,FALLA AC,pcriollo,INC000085489472,Redes Inalámbricas - Móvil Pacífico
palvear,Revisión de hardware,gayungan,INC000085489450,Redes Inalámbricas - Optimización Andina
palvear,FALLA AC,gayungan,INC000085489444,Redes Inalámbricas - Móvil Andina
palvear,Migración del uplink del equipo MPLS IPRAN UIOCBLLRC01.,palvear,INC000085485633,Redes Inalámbricas - Móvil Andina
afaguirre,Disminución de trafico,mgranda,INC000085485616,Core - Voz Móvil Andina
atrujillo,Voltaje F1/F2,mdpacheco,INC000085485241,Unidad de Soporte de Servicios Masivos
palvear,CAÍDO,pcriollo,INC000085484847,Redes Inalámbricas - Móvil Andina
svnaranjo,CAIDO,alucin,INC000085484823,Sto Domingo - O&M Total
palvear,CAÍDO,pcriollo,INC000085484789,Redes Inalámbricas - Móvil Andina
svnaranjo,FALLA DE AC,svnaranjo,INC000085484680,Sto Domingo - O&M Total
yacunia,FALLA DE RED PUBLICA,pcriollo,INC000085483527,Redes Inalámbricas - Región Chimborazo
palvear,FALLA AC,pcriollo,INC000085483372,Sto Domingo - O&M Total
palvear,Migración del Uplink del equipo UIOCSJNRC01,palvear,INC000085482502,Redes Inalámbricas - Móvil Andina
svnaranjo,FALLA DE MODULO RTF,svnaranjo,INC000085482493,Esmeraldas - O&M Total
palvear,CAÍDO,palvear,INC000085480921,Redes Inalámbricas - Móvil Andina
atrujillo,CAIDO,inoguera,INC000085480140,Energía y Climatización - Región Pacífico
afaguirre,caido,afaguirre,INC000085480135,Redes Inalámbricas - Móvil Pacífico
atrujillo,CAIDO,atrujillo,INC000085480128,Pastaza - O&M Total
palvear,FALLA AC,gayungan,INC000085480118,Redes Inalámbricas - Móvil Andina
saushay,RUTA ALARMADA,svnaranjo,INC000085480117,Sucumbios - O&M Total
lasifuela,CAIDO,lasifuela,INC000085480093,Redes Fibra Óptica - Anillos Metropolitanos Pacifico
yacunia,CAIDO,yacunia,INC000085479289,Redes Inalámbricas - Región Austro
svnaranjo,CAIDO,svnaranjo,INC000085477740,Azuay - O&M
palvear,CAÍDO,palvear,INC000085476969,Redes Inalámbricas - Región Chimborazo
svnaranjo,CAIDO,svnaranjo,INC000085476181,Energía y Climatización - Región Pacífico
svnaranjo,CAÍDO,yibarra,INC000085475396,Morona Santiago - O&M
yacunia,FALLA DE RED PUBLICA,pcriollo,INC000085475388,El Oro - O&M Total
palvear,CAÍDO,pcriollo,INC000085475369,Redes Inalámbricas - Móvil Andina
yacunia,FALLA DE RED PUBLICA,pcriollo,INC000085475360,Redes Inalámbricas - Región Austro
lasifuela,CAIDO,lasifuela,INC000085475352,Energía y Climatización - Región Andina
afaguirre,cambio de acometida,afaguirre,INC000085475347,Redes Inalámbricas - Móvil Pacífico
svnaranjo,FALLA DE AC,svnaranjo,INC000085475345,Santa Elena - O&M Total
palvear,FALLA AC,pcriollo,INC000085475343,Redes Inalámbricas - Móvil Andina
svnaranjo,FALLA DE AC,svnaranjo,INC000085473799,Energía y Climatización - Región Andina
atrujillo,PUERTOS CAIDOS,pcriollo,INC000085473793,Los Rios - O&M Accesos
atrujillo,Voltaje F1/F2,atrujillo,INC000085470724,LOJA - O&M Total
palvear,FALLA AC,pcriollo,INC000085470707,Manabi - O&M Total
lasifuela,CAIDO,lasifuela,INC000085470706,Manabi - O&M Total
palvear,GENERADOR EN SERVICIO,pcriollo,INC000085470681,Redes Inalámbricas - Móvil Andina
wllumitaxi,CAIDO,pcriollo,INC000085469879,Redes Inalámbricas - Región Austro
basanguano,CAIDO,pcriollo,INC000085469107,Redes Inalámbricas - Región Austro
rtaco,CAIDO,lasifuela,INC000085468228,Zamora - O&M
basanguano,CAIDO,gayungan,INC000085466818,Redes Inalámbricas - Móvil Andina
basanguano,FALLA AC,pcriollo,INC000085466055,Redes Inalámbricas - Móvil Pacífico
wllumitaxi,FALLA AC,cjimenez,INC000085466054,Orellana - O&M Total
gguayanlema,ALARMA DE ENERGÍA,gguayanlema,INC000085466053,Orellana - O&M Total
basanguano,CAIDO,palvear,INC000085466047,Orellana - O&M Total
gguayanlema,ALARMA DE ENERGÍA,gguayanlema,INC000085466042,Sto Domingo - O&M Total
gguayanlema,RUTA 1 ALARMADA,saushay,INC000085466041,Redes Inalámbricas - Troncalizado Pacífico
gguayanlema,CAIDO,atrujillo,INC000085463006,Bolivar - O&M Total
wllumitaxi,CAIDO,afaguirre,INC000085456115,Redes Inalámbricas - Móvil Pacífico
wllumitaxi,CAIDO,afaguirre,INC000085452322,Redes Inalámbricas - Región Chimborazo
gguayanlema,ALARMA DE ENERGÍA,svnaranjo,INC000085452321,Bolivar - O&M Total
rtaco,CAIDO,lasifuela,INC000085451561,Redes IP/MPLS - Región Pacífico
basanguano,CAIDO,basanguano,INC000085451559,Redes Inalámbricas - Móvil Pacífico
gguayanlema,ruta 1 caída,fomorocho,INC000085451556,Redes Inalámbricas - Región Austro
rtaco,CAIDO,mgranda,INC000085451552,Energía y Climatización - Región Pacífico
wllumitaxi,CAIDO,wllumitaxi,INC000085451551,Redes Inalámbricas - Móvil Pacífico
wllumitaxi,CAIDO,pcriollo,INC000085451550,Redes Inalámbricas - Móvil Pacífico
wllumitaxi,CAIDO,afaguirre,INC000085450790,Redes Inalámbricas - Móvil Pacífico
rtaco,CAIDO,lasifuela,INC000085449272,Huawei
rtaco,CAIDO,lasifuela,INC000085447754,Los Rios - O&M Total
gguayanlema,CAIDO,pcriollo,INC000085446992,Manabi - O&M Total
wllumitaxi,CAIDO,wllumitaxi,INC000085446991,Redes Inalámbricas - Móvil Pacífico
basanguano,FALLA AC,basanguano,INC000085446990,Sto Domingo - O&M Total
wllumitaxi,FALLA AC,wllumitaxi,INC000085446230,Manabi - O&M Total
basanguano,caido,basanguano,INC000085443196,Sto Domingo - O&M Total
wllumitaxi,FALLA AC,afaguirre,INC000085441678,Morona Santiago - O&M
basanguano,CAIDO,basanguano,INC000085437882,Redes Inalámbricas - Móvil Pacífico
basanguano,FALLA AC,basanguano,INC000085435605,Sto Domingo - O&M Total
rtaco,CAIDO,mgranda,INC000085435604,Energía y Climatización - Región Pacífico
basanguano,CAIDO,basanguano,INC000085434807,Redes Inalámbricas - Móvil Andina
gguayanlema,alarma de energía,gguayanlema,INC000085434806,Energía y Climatización - Región Andina
gayungan,CAIDO,amleons,INC000085432523,Redes Inalámbricas - Región Austro
alucin,caído,rtaco,INC000085431762,Huawei
alcarvajal,caido,wllumitaxi,INC000085431003,Redes Inalámbricas - Región Austro
alcarvajal,alarmas de energia,jdgranda,INC000085430239,Sto Domingo - O&M Total
alucin,caído,lasifuela,INC000085428715,Plataformas de Acceso - Región Pacífico
fomorocho,CAIDO,lasifuela,INC000085428711,Cotopaxi - O&M Total
mdpacheco,FALLA AC,gguayanlema,INC000085428710,Energía y Climatización - Región Pacífico
jdgranda,CAIDO,pcriollo,INC000085428708,Redes Inalámbricas - Región Chimborazo
fomorocho,CAIDO,rtaco,INC000085427948,Azuay - O&M
alucin,caído,rtaco,INC000085426430,El Oro - O&M Total
mdpacheco,CAIDO,amleons,INC000085424912,Energía y Climatización - Región Pacífico
jdgranda,CAIDO,jdgranda,INC000085424151,Redes Inalámbricas - Móvil Pacífico
fomorocho,CAIDO,pcriollo,INC000085424150,Energía y Climatización - Región Pacífico
jdgranda,CAIDO,mgranda,INC000085424148,Redes Inalámbricas - Móvil Andina
alcarvajal,caido,alcarvajal,INC000085424141,El Oro - O&M Total
jdgranda,ALARMA AAC,jdgranda,INC000085423378,Sto Domingo - O&M Total
